word,frequency,length,probability,information_content
thinker,4,7,6.165057073015853e-06,17.307454318884897
vastly,8,6,1.2330114146031706e-05,16.307454318884897
influential,9,11,1.387137841428567e-05,16.137529317442585
john,199,4,0.0003067115893825387,11.67082969834125
austin,4,6,6.165057073015853e-06,17.307454318884897
dominates,3,9,4.62379280476189e-06,17.722491818163743
command,54,7,8.322827048571402e-05,13.552566816721429
monarch,3,7,4.62379280476189e-06,17.722491818163743
personifies,2,11,3.0825285365079266e-06,18.307454318884897
prevail,6,7,9.24758560952378e-06,16.722491818163743
commands,12,8,1.849517121904756e-05,15.722491818163741
sovereigns,3,10,4.62379280476189e-06,17.722491818163743
indivisibility,1,14,1.5412642682539633e-06,19.307454318884897
dual,5,4,7.706321341269817e-06,16.985526223997535
core,29,4,4.4696663779364936e-05,14.449473323757326
ultimate,41,8,6.31918349984125e-05,13.949902314266815
exemplifies,1,11,1.5412642682539633e-06,19.307454318884897
exercises,13,9,2.0036435487301523e-05,15.607014600743806
domestic,44,8,6.781562780317438e-05,13.8480227002476
nebulous,3,8,4.62379280476189e-06,17.722491818163743
loosely,9,7,1.387137841428567e-05,16.137529317442585
level,152,5,0.00023427216877460244,12.059526805441312
abstractions,6,12,9.24758560952378e-06,16.722491818163743
pin,10,3,1.5412642682539634e-05,15.985526223997535
precision,34,9,5.2402985120634756e-05,14.219991477634558
societies,29,9,4.4696663779364936e-05,14.449473323757326
popular,50,7,7.706321341269816e-05,13.663598129110174
federal,181,7,0.0002789688325539674,11.807608431801693
jobs,33,4,5.086172085238079e-05,14.263060199526445
split,16,5,2.4660228292063413e-05,15.307454318884897
reputed,3,7,4.62379280476189e-06,17.722491818163743
describe,31,8,4.777919231587287e-05,14.353258008498022
reality,49,7,7.55219491444442e-05,13.69274447476969
behind,196,6,0.0003020877965777768,11.69274447476969
facade,5,6,7.706321341269817e-06,16.985526223997535
surface,181,7,0.0002789688325539674,11.807608431801693
hide,21,4,3.236654963333323e-05,14.915136896106137
picture,102,7,0.00015720895536190427,12.635028976913402
short,170,5,0.0002620149256031738,11.898063382747196
answer,101,6,0.0001556676910936503,12.649242836133103
yes,126,3,0.00019419929779999938,12.330174395384981
undergoing,10,10,1.5412642682539634e-05,15.985526223997535
supplanted,1,10,1.5412642682539633e-06,19.307454318884897
illustrative,5,12,7.706321341269817e-06,16.985526223997535
thermonuclear,2,13,3.0825285365079266e-06,18.307454318884897
accident,19,8,2.9284021096825305e-05,15.059526805441312
guard,36,5,5.548551365714268e-05,14.137529317442585
mishap,2,6,3.0825285365079266e-06,18.307454318884897
trigger,12,7,1.849517121904756e-05,15.722491818163741
destruction,22,11,3.390781390158719e-05,14.8480227002476
continents,1,10,1.5412642682539633e-06,19.307454318884897
disaster,13,8,2.0036435487301523e-05,15.607014600743806
anything,223,8,0.0003437019318206338,11.506554418964594
increase,126,8,0.00019419929779999938,12.330174395384981
margin,7,6,1.0788849877777744e-05,16.500099396827295
safety,17,6,2.6201492560317378e-05,15.219991477634558
danger,38,6,5.856804219365061e-05,14.059526805441312
decrease,11,8,1.6953906950793596e-05,15.8480227002476
asked,294,5,0.00045313169486666525,11.107781974048534
pentagon,6,8,9.24758560952378e-06,16.722491818163743
offices,33,7,5.086172085238079e-05,14.263060199526445
key,54,3,8.322827048571402e-05,13.552566816721429
scientists,19,10,2.9284021096825305e-05,15.059526805441312
aboard,12,6,1.849517121904756e-05,15.722491818163741
submarines,13,10,2.0036435487301523e-05,15.607014600743806
prowl,2,5,3.0825285365079266e-06,18.307454318884897
months,105,6,0.00016183274816666614,12.593208801218776
underwater,7,10,1.0788849877777744e-05,16.500099396827295
neat,16,4,2.4660228292063413e-05,15.307454318884897
rows,11,4,1.6953906950793596e-05,15.8480227002476
green,79,5,0.00012175987719206311,13.003673570707795
launch,10,6,1.5412642682539634e-05,15.985526223997535
tubes,19,5,2.9284021096825305e-05,15.059526805441312
contain,31,7,4.777919231587287e-05,14.353258008498022
polaris,7,7,1.0788849877777744e-05,16.500099396827295
missiles,17,8,2.6201492560317378e-05,15.219991477634558
affectionately,2,14,3.0825285365079266e-06,18.307454318884897
sherwood,1,8,1.5412642682539633e-06,19.307454318884897
forest,50,6,7.706321341269816e-05,13.663598129110174
inside,130,6,0.00020036435487301525,12.285086505856443
rooms,42,5,6.473309926666647e-05,13.915136896106137
atlas,11,5,1.6953906950793596e-05,15.8480227002476
missile,17,7,2.6201492560317378e-05,15.219991477634558
base,54,4,8.322827048571402e-05,13.552566816721429
wyoming,7,7,1.0788849877777744e-05,16.500099396827295
officers,55,8,8.476953475396798e-05,13.526094605360239
wear,18,4,2.774275682857134e-05,15.137529317442585
sidearms,1,8,1.5412642682539633e-06,19.307454318884897
manning,3,7,4.62379280476189e-06,17.722491818163743
commit,11,6,1.6953906950793596e-05,15.8480227002476
buttons,6,7,9.24758560952378e-06,16.722491818163743
start,60,5,9.24758560952378e-05,13.40056372327638
accidentally,4,12,6.165057073015853e-06,17.307454318884897
design,42,6,6.473309926666647e-05,13.915136896106137
centers,34,7,5.2402985120634756e-05,14.219991477634558
pistol,24,6,3.699034243809512e-05,14.722491818163741
orders,46,6,7.089815633968231e-05,13.783892362827885
push,25,4,3.853160670634908e-05,14.663598129110174
jammed,6,6,9.24758560952378e-06,16.722491818163743
bomber,4,6,6.165057073015853e-06,17.307454318884897
cockpits,1,8,1.5412642682539633e-06,19.307454318884897
submarine,19,9,2.9284021096825305e-05,15.059526805441312
compartments,1,12,1.5412642682539633e-06,19.307454318884897
antiseptic,3,10,4.62379280476189e-06,17.722491818163743
windowless,3,10,4.62379280476189e-06,17.722491818163743
foxholes,2,8,3.0825285365079266e-06,18.307454318884897
tomorrow,38,8,5.856804219365061e-05,14.059526805441312
impersonal,10,10,1.5412642682539634e-05,15.985526223997535
intercontinental,4,16,6.165057073015853e-06,17.307454318884897
farfetched,3,10,4.62379280476189e-06,17.722491818163743
unceasing,1,9,1.5412642682539633e-06,19.307454318884897
immediate,49,9,7.55219491444442e-05,13.69274447476969
readiness,9,9,1.387137841428567e-05,16.137529317442585
each,549,4,0.0008461540832714259,10.2067919798797
real,144,4,0.00022194205462857072,12.137529317442585
clocks,6,6,9.24758560952378e-06,16.722491818163743
tick,3,4,4.62379280476189e-06,17.722491818163743
minutes,123,7,0.00018957550499523748,12.364939813545659
elapsed,5,7,7.706321341269817e-06,16.985526223997535
execution,12,9,1.849517121904756e-05,15.722491818163741
unleash,1,7,1.5412642682539633e-06,19.307454318884897
nuclear,25,7,3.853160670634908e-05,14.663598129110174
strike,28,6,4.315539951111098e-05,14.500099396827293
reflect,16,7,2.4660228292063413e-05,15.307454318884897
implications,16,12,2.4660228292063413e-05,15.307454318884897
preoccupied,6,11,9.24758560952378e-06,16.722491818163743
riding,39,6,6.010930646190457e-05,14.02205210002265
herd,11,4,1.6953906950793596e-05,15.8480227002476
panels,10,6,1.5412642682539634e-05,15.985526223997535
switches,25,8,3.853160670634908e-05,14.663598129110174
flashing,5,8,7.706321341269817e-06,16.985526223997535
colored,30,7,4.62379280476189e-05,14.40056372327638
lights,31,6,4.777919231587287e-05,14.353258008498022
pale,53,4,8.168700621746005e-05,13.579533864321698
gray,72,4,0.00011097102731428536,13.137529317442585
consoles,4,8,6.165057073015853e-06,17.307454318884897
look,294,4,0.00045313169486666525,11.107781974048534
machines,31,8,4.777919231587287e-05,14.353258008498022
machinery,28,9,4.315539951111098e-05,14.500099396827293
mechanical,20,10,3.082528536507927e-05,14.985526223997535
details,39,7,6.010930646190457e-05,14.02205210002265
accidental,8,10,1.2330114146031706e-05,16.307454318884897
sensitive,36,9,5.548551365714268e-05,14.137529317442585
involved,90,8,0.0001387137841428567,12.815601222555223
portions,7,8,1.0788849877777744e-05,16.500099396827295
incredibly,5,10,7.706321341269817e-06,16.985526223997535
makers,13,6,2.0036435487301523e-05,15.607014600743806
generals,4,8,6.165057073015853e-06,17.307454318884897
physicists,3,10,4.62379280476189e-06,17.722491818163743
psychologists,4,13,6.165057073015853e-06,17.307454318884897
charged,32,7,4.9320456584126825e-05,14.307454318884897
controlling,14,11,2.157769975555549e-05,15.500099396827293
button,10,6,1.5412642682539634e-05,15.985526223997535
pushers,3,7,4.62379280476189e-06,17.722491818163743
hardware,7,8,1.0788849877777744e-05,16.500099396827295
answers,28,7,4.315539951111098e-05,14.500099396827293
varied,26,6,4.0072870974603046e-05,14.607014600743806
flair,3,5,4.62379280476189e-06,17.722491818163743
professionals,7,13,1.0788849877777744e-05,16.500099396827295
field,153,5,0.0002358134330428564,12.050066476192246
scenarios,1,9,1.5412642682539633e-06,19.307454318884897
air,172,3,0.0002650974541396817,11.8811895641828
psychiatrist,1,12,1.5412642682539633e-06,19.307454318884897
you,2603,3,0.004011910890265067,7.9614947224807855
dry,39,3,6.010930646190457e-05,14.02205210002265
runs,11,4,1.6953906950793596e-05,15.8480227002476
experts,17,7,2.6201492560317378e-05,15.219991477634558
hypothesize,1,11,1.5412642682539633e-06,19.307454318884897
sequences,5,9,7.706321341269817e-06,16.985526223997535
events,59,6,9.093459182698384e-05,13.424811269523056
possibly,35,8,5.3944249388888715e-05,14.178171301939932
prevailed,2,9,3.0825285365079266e-06,18.307454318884897
conversations,6,13,9.24758560952378e-06,16.722491818163743
highly,57,6,8.785206329047591e-05,13.474564304720156
silent,46,6,7.089815633968231e-05,13.783892362827885
guest,30,5,4.62379280476189e-05,14.40056372327638
discussions,23,11,3.544907816984116e-05,14.783892362827885
urgency,5,7,7.706321341269817e-06,16.985526223997535
disarmament,3,11,4.62379280476189e-06,17.722491818163743
holes,14,5,2.157769975555549e-05,15.500099396827293
discovered,55,10,8.476953475396798e-05,13.526094605360239
measures,31,8,4.777919231587287e-05,14.353258008498022
search,53,6,8.168700621746005e-05,13.579533864321698
restraining,7,11,1.0788849877777744e-05,16.500099396827295
installed,13,9,2.0036435487301523e-05,15.607014600743806
weapons,23,7,3.544907816984116e-05,14.783892362827885
meanwhile,24,9,3.699034243809512e-05,14.722491818163741
speak,87,5,0.0001340899913380948,12.86451082303617
triggered,5,9,7.706321341269817e-06,16.985526223997535
emption,1,7,1.5412642682539633e-06,19.307454318884897
escalation,1,10,1.5412642682539633e-06,19.307454318884897
unauthorized,1,12,1.5412642682539633e-06,19.307454318884897
behavior,74,8,0.00011405355585079329,13.098000953255948
report,123,6,0.00018957550499523748,12.364939813545659
inhabit,1,7,1.5412642682539633e-06,19.307454318884897
secret,53,6,8.168700621746005e-05,13.579533864321698
centered,13,8,2.0036435487301523e-05,15.607014600743806
codes,12,5,1.849517121904756e-05,15.722491818163741
gold,36,4,5.548551365714268e-05,14.137529317442585
phones,5,6,7.706321341269817e-06,16.985526223997535
invariably,20,10,3.082528536507927e-05,14.985526223997535
accompanied,22,11,3.390781390158719e-05,14.8480227002476
gestures,4,8,6.165057073015853e-06,17.307454318884897
arms,82,4,0.000126383669996825,12.949902314266815
pointed,52,7,8.014574194920609e-05,13.607014600743806
forefingers,1,11,1.5412642682539633e-06,19.307454318884897
darting,1,7,1.5412642682539633e-06,19.307454318884897
arclike,1,7,1.5412642682539633e-06,19.307454318884897
semicircular,1,12,1.5412642682539633e-06,19.307454318884897
motions,12,7,1.849517121904756e-05,15.722491818163741
arm,100,3,0.00015412642682539632,12.663598129110174
represented,31,11,4.777919231587287e-05,14.353258008498022
bombers,12,7,1.849517121904756e-05,15.722491818163741
implicit,10,8,1.5412642682539634e-05,15.985526223997535
death,163,5,0.000251226075725396,11.95872616465382
millions,19,8,2.9284021096825305e-05,15.059526805441312
hundreds,19,8,2.9284021096825305e-05,15.059526805441312
callous,6,7,9.24758560952378e-06,16.722491818163743
job,137,3,0.00021115320475079298,12.209422235924372
unthinkable,3,11,4.62379280476189e-06,17.722491818163743
unanimously,6,11,9.24758560952378e-06,16.722491818163743
safer,4,5,6.165057073015853e-06,17.307454318884897
russians,9,8,1.387137841428567e-05,16.137529317442585
communist,19,9,2.9284021096825305e-05,15.059526805441312
chinese,9,7,1.387137841428567e-05,16.137529317442585
systematic,17,10,2.6201492560317378e-05,15.219991477634558
pandora,3,7,4.62379280476189e-06,17.722491818163743
box,55,3,8.476953475396798e-05,13.526094605360239
boxes,11,5,1.6953906950793596e-05,15.8480227002476
four,206,4,0.00031750043926031645,11.62095379170168
fred,23,4,3.544907816984116e-05,14.783892362827885
ikle,1,4,1.5412642682539633e-06,19.307454318884897
frail,8,5,1.2330114146031706e-05,16.307454318884897
meek,2,4,3.0825285365079266e-06,18.307454318884897
mannered,3,8,4.62379280476189e-06,17.722491818163743
swiss,5,5,7.706321341269817e-06,16.985526223997535
born,52,4,8.014574194920609e-05,13.607014600743806
sociologist,2,11,3.0825285365079266e-06,18.307454318884897
rand,2,4,3.0825285365079266e-06,18.307454318884897
corporation,76,11,0.00011713608438730122,13.059526805441312
nonprofit,1,9,1.5412642682539633e-06,19.307454318884897
pool,58,4,8.939332755872987e-05,13.449473323757326
thinkers,6,8,9.24758560952378e-06,16.722491818163743
financed,10,8,1.5412642682539634e-05,15.985526223997535
investigations,21,14,3.236654963333323e-05,14.915136896106137
paul,20,4,3.082528536507927e-05,14.985526223997535
revere,2,6,3.0825285365079266e-06,18.307454318884897
procedures,48,10,7.398068487619024e-05,13.722491818163741
enormously,7,10,1.0788849877777744e-05,16.500099396827295
weeks,80,5,0.00012330114146031707,12.985526223997535
sweeping,9,8,1.387137841428567e-05,16.137529317442585
defense,117,7,0.0001803279193857137,12.437089599301494
reappraisal,1,11,1.5412642682539633e-06,19.307454318884897
strategy,12,8,1.849517121904756e-05,15.722491818163741
modified,12,8,1.849517121904756e-05,15.722491818163741
sums,10,4,1.5412642682539634e-05,15.985526223997535
allocated,2,9,3.0825285365079266e-06,18.307454318884897
reduce,30,6,4.62379280476189e-05,14.40056372327638
quickly,66,7,0.00010172344170476158,13.263060199526445
possible,239,8,0.00036836216011269725,11.40658751090415
starts,10,6,1.5412642682539634e-05,15.985526223997535
bmews,2,5,3.0825285365079266e-06,18.307454318884897
ballistic,10,9,1.5412642682539634e-05,15.985526223997535
early,202,5,0.0003113353821873006,11.649242836133103
warning,22,7,3.390781390158719e-05,14.8480227002476
thule,1,5,1.5412642682539633e-06,19.307454318884897
greenland,2,9,3.0825285365079266e-06,18.307454318884897
radar,15,5,2.311896402380945e-05,15.40056372327638
screens,9,7,1.387137841428567e-05,16.137529317442585
shortly,19,7,2.9284021096825305e-05,15.059526805441312
launched,14,8,2.157769975555549e-05,15.500099396827293
intelligence,45,12,6.935689207142836e-05,13.815601222555223
simultaneously,25,14,3.853160670634908e-05,14.663598129110174
flashed,15,7,2.311896402380945e-05,15.40056372327638
norad,1,5,1.5412642682539633e-06,19.307454318884897
colorado,4,8,6.165057073015853e-06,17.307454318884897
springs,8,7,1.2330114146031706e-05,16.307454318884897
interpretation,30,14,4.62379280476189e-05,14.40056372327638
sac,8,3,1.2330114146031706e-05,16.307454318884897
post,58,4,8.939332755872987e-05,13.449473323757326
forty,49,5,7.55219491444442e-05,13.69274447476969
five,210,4,0.0003236654963333323,11.593208801218776
feet,174,4,0.0002681799826761896,11.86451082303617
ground,137,6,0.00021115320475079298,12.209422235924372
offutt,1,6,1.5412642682539633e-06,19.307454318884897
omaha,2,5,3.0825285365079266e-06,18.307454318884897
nebraska,4,8,6.165057073015853e-06,17.307454318884897
joint,19,5,2.9284021096825305e-05,15.059526805441312
chiefs,6,6,9.24758560952378e-06,16.722491818163743
staff,59,5,9.093459182698384e-05,13.424811269523056
telephones,6,10,9.24758560952378e-06,16.722491818163743
teletypes,1,9,1.5412642682539633e-06,19.307454318884897
kinds,19,5,2.9284021096825305e-05,15.059526805441312
radio,77,5,0.00011867734865555518,13.040667778189997
systems,105,7,0.00016183274816666614,12.593208801218776
cases,96,5,0.0001479613697523805,12.722491818163741
television,20,10,3.082528536507927e-05,14.985526223997535
link,11,4,1.6953906950793596e-05,15.8480227002476
vital,26,5,4.0072870974603046e-05,14.607014600743806
points,101,6,0.0001556676910936503,12.649242836133103
alternate,4,9,6.165057073015853e-06,17.307454318884897
locations,15,9,2.311896402380945e-05,15.40056372327638
last,328,4,0.0005055346799873,10.949902314266815
ditch,11,5,1.6953906950793596e-05,15.8480227002476
emergencies,4,11,6.165057073015853e-06,17.307454318884897
posts,7,5,1.0788849877777744e-05,16.500099396827295
kc,3,2,4.62379280476189e-06,17.722491818163743
jet,11,3,1.6953906950793596e-05,15.8480227002476
tankers,2,7,3.0825285365079266e-06,18.307454318884897
circuits,4,8,6.165057073015853e-06,17.307454318884897
routings,1,8,1.5412642682539633e-06,19.307454318884897
frequencies,23,11,3.544907816984116e-05,14.783892362827885
unbreakable,2,11,3.0825285365079266e-06,18.307454318884897
redundancy,2,10,3.0825285365079266e-06,18.307454318884897
applies,16,7,2.4660228292063413e-05,15.307454318884897
communications,19,14,2.9284021096825305e-05,15.059526805441312
networks,13,8,2.0036435487301523e-05,15.607014600743806
messages,9,8,1.387137841428567e-05,16.137529317442585
transmitted,6,11,9.24758560952378e-06,16.722491818163743
senders,1,7,1.5412642682539633e-06,19.307454318884897
receivers,4,9,6.165057073015853e-06,17.307454318884897
authenticate,1,12,1.5412642682539633e-06,19.307454318884897
advance,27,7,4.161413524285701e-05,14.552566816721429
actually,84,8,0.00012946619853333293,12.915136896106137
purported,3,9,4.62379280476189e-06,17.722491818163743
challenge,17,9,2.6201492560317378e-05,15.219991477634558
counterchallenge,1,16,1.5412642682539633e-06,19.307454318884897
authentications,1,15,1.5412642682539633e-06,19.307454318884897
authorize,3,9,4.62379280476189e-06,17.722491818163743
somebody,51,8,7.860447768095213e-05,13.635028976913402
decides,7,7,1.0788849877777744e-05,16.500099396827295
cannot,137,6,0.00021115320475079298,12.209422235924372
personally,26,10,4.0072870974603046e-05,14.607014600743806
remove,27,6,4.161413524285701e-05,14.552566816721429
momentous,3,9,4.62379280476189e-06,17.722491818163743
required,136,8,0.00020961194048253902,12.219991477634558
pass,61,4,9.401712036349176e-05,13.376716981322012
turn,145,4,0.00022348331889682468,12.127545228869964
irrational,7,10,1.0788849877777744e-05,16.500099396827295
coolly,4,6,6.165057073015853e-06,17.307454318884897
decide,21,6,3.236654963333323e-05,14.915136896106137
clobber,1,7,1.5412642682539633e-06,19.307454318884897
military,124,8,0.00019111676926349147,12.353258008498022
goes,51,4,7.860447768095213e-05,13.635028976913402
ape,3,3,4.62379280476189e-06,17.722491818163743
singlehandedly,1,14,1.5412642682539633e-06,19.307454318884897
decided,84,7,0.00012946619853333293,12.915136896106137
reverse,12,7,1.849517121904756e-05,15.722491818163741
hit,62,3,9.555838463174573e-05,13.353258008498022
soviets,4,7,6.165057073015853e-06,17.307454318884897
absolutely,20,10,3.082528536507927e-05,14.985526223997535
designed,55,8,8.476953475396798e-05,13.526094605360239
ingeniously,1,11,1.5412642682539633e-06,19.307454318884897
hopefully,6,9,9.24758560952378e-06,16.722491818163743
initiate,3,8,4.62379280476189e-06,17.722491818163743
pick,37,4,5.7026777925396646e-05,14.098000953255948
telephone,55,9,8.476953475396798e-05,13.526094605360239
signal,39,6,6.010930646190457e-05,14.02205210002265
emergency,21,9,3.236654963333323e-05,14.915136896106137
receive,35,7,5.3944249388888715e-05,14.178171301939932
available,155,9,0.00023889596157936432,12.03132991361066
phone,49,5,7.55219491444442e-05,13.69274447476969
circuit,8,7,1.2330114146031706e-05,16.307454318884897
connects,1,8,1.5412642682539633e-06,19.307454318884897
stations,57,8,8.785206329047591e-05,13.474564304720156
secretary,113,9,0.00017416286231269787,12.48727535646971
commander,18,9,2.774275682857134e-05,15.137529317442585
connected,21,9,3.236654963333323e-05,14.915136896106137
ramble,2,6,3.0825285365079266e-06,18.307454318884897
answered,58,8,8.939332755872987e-05,13.449473323757326
preprepared,2,11,3.0825285365079266e-06,18.307454318884897
agenda,3,6,4.62379280476189e-06,17.722491818163743
participate,15,11,2.311896402380945e-05,15.40056372327638
continual,5,9,7.706321341269817e-06,16.985526223997535
drills,3,6,4.62379280476189e-06,17.722491818163743
assured,23,7,3.544907816984116e-05,14.783892362827885
announced,39,9,6.010930646190457e-05,14.02205210002265
flash,14,5,2.157769975555549e-05,15.500099396827293
aj,75,2,0.00011559482011904725,13.078635628389017
instantly,15,9,2.311896402380945e-05,15.40056372327638
originate,4,9,6.165057073015853e-06,17.307454318884897
atlantic,20,8,3.082528536507927e-05,14.985526223997535
norfolk,2,7,3.0825285365079266e-06,18.307454318884897
contact,40,7,6.165057073015854e-05,13.985526223997535
subs,1,4,1.5412642682539633e-06,19.307454318884897
nato,13,4,2.0036435487301523e-05,15.607014600743806
headquarters,25,12,3.853160670634908e-05,14.663598129110174
europe,73,6,0.00011251229158253932,13.117629760004881
pacific,11,7,1.6953906950793596e-05,15.8480227002476
tactical,5,8,7.706321341269817e-06,16.985526223997535
fighters,6,8,9.24758560952378e-06,16.722491818163743
ships,32,5,4.9320456584126825e-05,14.307454318884897
land,126,4,0.00019419929779999938,12.330174395384981
bases,12,5,1.849517121904756e-05,15.722491818163741
range,136,5,0.00020961194048253902,12.219991477634558
nerve,12,5,1.849517121904756e-05,15.722491818163741
happen,47,6,7.243942060793627e-05,13.752865467207261
wing,13,4,2.0036435487301523e-05,15.607014600743806
drop,38,4,5.856804219365061e-05,14.059526805441312
plenty,32,6,4.9320456584126825e-05,14.307454318884897
col,3,3,4.62379280476189e-06,17.722491818163743
william,79,7,0.00012175987719206311,13.003673570707795
w,51,1,7.860447768095213e-05,13.635028976913402
wisman,15,6,2.311896402380945e-05,15.40056372327638
senior,13,6,2.0036435487301523e-05,15.607014600743806
controller,3,10,4.62379280476189e-06,17.722491818163743
deputy,15,6,2.311896402380945e-05,15.40056372327638
seven,80,5,0.00012330114146031707,12.985526223997535
assistants,6,10,9.24758560952378e-06,16.722491818163743
colonels,1,8,1.5412642682539633e-06,19.307454318884897
mans,1,4,1.5412642682539633e-06,19.307454318884897
hours,104,5,0.00016029148389841219,12.607014600743806
quiet,45,5,6.935689207142836e-05,13.815601222555223
impressive,18,10,2.774275682857134e-05,15.137529317442585
movable,17,7,2.6201492560317378e-05,15.219991477634558
floor,108,5,0.00016645654097142805,12.552566816721429
ceiling,23,7,3.544907816984116e-05,14.783892362827885
maps,7,4,1.0788849877777744e-05,16.500099396827295
charts,4,6,6.165057073015853e-06,17.307454318884897
crammed,3,7,4.62379280476189e-06,17.722491818163743
information,212,11,0.0003267480248698402,11.579533864321698
bill,52,4,8.014574194920609e-05,13.607014600743806
three,399,5,0.0006149644430333313,10.667209382662552
farmer,14,6,2.157769975555549e-05,15.500099396827293
son,118,3,0.0001818691836539677,12.424811269523056
beallsville,1,11,1.5412642682539633e-06,19.307454318884897
ohio,18,4,2.774275682857134e-05,15.137529317442585
eyes,363,4,0.0005594789293761887,10.803628580889146
steady,30,6,4.62379280476189e-05,14.40056372327638
anchors,2,7,3.0825285365079266e-06,18.307454318884897
deepest,8,7,1.2330114146031706e-05,16.307454318884897
brown,160,5,0.00024660228292063414,11.985526223997535
movements,28,9,4.315539951111098e-05,14.500099396827293
speech,36,6,5.548551365714268e-05,14.137529317442585
precise,28,7,4.315539951111098e-05,14.500099396827293
quick,47,5,7.243942060793627e-05,13.752865467207261
ruffles,1,7,1.5412642682539633e-06,19.307454318884897
hesitate,7,8,1.0788849877777744e-05,16.500099396827295
calls,33,5,5.086172085238079e-05,14.263060199526445
signals,15,7,2.311896402380945e-05,15.40056372327638
team,33,4,5.086172085238079e-05,14.263060199526445
dull,18,4,2.774275682857134e-05,15.137529317442585
studded,2,7,3.0825285365079266e-06,18.307454318884897
dozen,33,5,5.086172085238079e-05,14.263060199526445
armed,39,5,6.010930646190457e-05,14.02205210002265
away,338,4,0.0005209473226698396,10.906574882602714
front,167,5,0.0002573911327984119,11.923750026410845
gen,1,3,1.5412642682539633e-06,19.307454318884897
deputies,7,8,1.0788849877777744e-05,16.500099396827295
occupy,9,6,1.387137841428567e-05,16.137529317442585
balcony,3,7,4.62379280476189e-06,17.722491818163743
stretches,5,9,7.706321341269817e-06,16.985526223997535
seat,37,4,5.7026777925396646e-05,14.098000953255948
listen,44,6,6.781562780317438e-05,13.8480227002476
instant,35,7,5.3944249388888715e-05,14.178171301939932
seventy,10,7,1.5412642682539634e-05,15.985526223997535
aircraft,31,8,4.777919231587287e-05,14.353258008498022
red,137,3,0.00021115320475079298,12.209422235924372
right,406,5,0.0006257532929111092,10.642118401699722
next,254,4,0.0003914811241365067,11.318769632112732
big,236,3,0.0003637383673079354,11.424811269523056
alert,26,5,4.0072870974603046e-05,14.607014600743806
dropped,68,7,0.00010480597024126951,13.219991477634558
damaged,3,7,4.62379280476189e-06,17.722491818163743
point,259,5,0.00039918744547777653,11.290646031198344
beige,2,5,3.0825285365079266e-06,18.307454318884897
bright,74,6,0.00011405355585079329,13.098000953255948
door,277,4,0.00042693020230634784,11.19371215283571
square,73,6,0.00011251229158253932,13.117629760004881
hung,61,4,9.401712036349176e-05,13.376716981322012
wall,109,4,0.000167997805239682,12.539269994107972
six,154,3,0.00023735469731111036,12.040667778189997
wired,8,5,1.2330114146031706e-05,16.307454318884897
opened,89,6,0.00013717251987460275,12.8317208879185
setting,41,7,6.31918349984125e-05,13.949902314266815
screeching,7,10,1.0788849877777744e-05,16.500099396827295
klaxon,1,6,1.5412642682539633e-06,19.307454318884897
obnoxious,5,9,7.706321341269817e-06,16.985526223997535
vague,17,5,2.6201492560317378e-05,15.219991477634558
approaching,19,11,2.9284021096825305e-05,15.059526805441312
guarded,5,7,7.706321341269817e-06,16.985526223997535
secrets,7,7,1.0788849877777744e-05,16.500099396827295
covering,21,8,3.236654963333323e-05,14.915136896106137
various,139,7,0.0002142357332873009,12.18851324616139
contingencies,1,13,1.5412642682539633e-06,19.307454318884897
contained,48,9,7.398068487619024e-05,13.722491818163741
sealed,13,6,2.0036435487301523e-05,15.607014600743806
x,39,1,6.010930646190457e-05,14.02205210002265
ray,25,3,3.853160670634908e-05,14.663598129110174
proof,29,5,4.4696663779364936e-05,14.449473323757326
device,33,6,5.086172085238079e-05,14.263060199526445
supplied,24,8,3.699034243809512e-05,14.722491818163741
batch,3,5,4.62379280476189e-06,17.722491818163743
source,60,6,9.24758560952378e-05,13.40056372327638
continually,16,11,2.4660228292063413e-05,15.307454318884897
changed,67,7,0.00010326470597301554,13.241365128427125
random,36,6,5.548551365714268e-05,14.137529317442585
intervals,17,9,2.6201492560317378e-05,15.219991477634558
contents,14,8,2.157769975555549e-05,15.500099396827293
fragments,11,9,1.6953906950793596e-05,15.8480227002476
portion,45,7,6.935689207142836e-05,13.815601222555223
activate,3,8,4.62379280476189e-06,17.722491818163743
revealed,24,8,3.699034243809512e-05,14.722491818163741
pieces,30,6,4.62379280476189e-05,14.40056372327638
context,30,7,4.62379280476189e-05,14.40056372327638
prepared,68,8,0.00010480597024126951,13.219991477634558
addition,99,8,0.00015258516255714237,12.678097698805288
authentication,1,14,1.5412642682539633e-06,19.307454318884897
acknowledgment,1,14,1.5412642682539633e-06,19.307454318884897
precede,2,7,3.0825285365079266e-06,18.307454318884897
follow,67,6,0.00010326470597301554,13.241365128427125
sending,24,7,3.699034243809512e-05,14.722491818163741
message,36,7,5.548551365714268e-05,14.137529317442585
contains,26,8,4.0072870974603046e-05,14.607014600743806
authenticator,1,13,1.5412642682539633e-06,19.307454318884897
specific,85,8,0.0001310074628015869,12.898063382747196
convince,2,8,3.0825285365079266e-06,18.307454318884897
recipient,4,9,6.165057073015853e-06,17.307454318884897
getting,97,7,0.00014950263402063445,12.70754147669777
tried,126,5,0.00019419929779999938,12.330174395384981
transmitting,2,12,3.0825285365079266e-06,18.307454318884897
d,503,1,0.0007752559269317436,10.33303972907937
wind,46,4,7.089815633968231e-05,13.783892362827885
