MOP,language,text,length,rating_list,mean_rating,text_clean,mean_check
MOP2,en,"We thoroughly enjoy Dogs Today and try to pass on all the right things to do to our present scallywag , Monty , but he's not impressed .",25,"[4, 1, 4, 4, 4, 4, 1, 4, 1, 4, 4]",3.18181818182,"we thoroughly enjoy dogs today and try to pass on all the right things to do to our present scallywag , monty , but he's not impressed .",3.1818181818181817
MOP2,en,You'll receive a distinctive personalised Club card with which you can claim you Air Miles at participating Shell Stations .,19,"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.6,you'll receive a distinctive personalised club card with which you can claim you air miles at participating shell stations .,3.6
MOP2,en,‘ The idea is to make it easier and try to get a good picture of how they feel about their own health .,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ the idea is to make it easier and try to get a good picture of how they feel about their own health .,4.0
MOP2,en,"In almost all investigations of any size , one investigator can be occupied full time taking statements during the first few days after the accident .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"in almost all investigations of any size , one investigator can be occupied full time taking statements during the first few days after the accident .",4.0
MOP2,en,"Right now , Kendall is not back at the aristocratic Everton he knew seven years ago .",15,"[4, 1, 4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4]",3.2,"right now , kendall is not back at the aristocratic everton he knew seven years ago .",3.2
MOP2,en,"Australia would be happy if the accord led to the reopening of the Panguna copper mine , one of the world's biggest .",21,"[1, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.45454545455,"australia would be happy if the accord led to the reopening of the panguna copper mine , one of the world's biggest .",3.4545454545454546
MOP2,en,It is forecast to fall to 15% in April .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.8,it is forecast to fall to 15% in april .,3.8
MOP2,en,"Despite net assets up 35% to £458 million at Stanhope , the city is unimpressed with the sector .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",3.6,"despite net assets up 35% to £458 million at stanhope , the city is unimpressed with the sector .",3.6
MOP2,en,Because a source less abundant and less generous than this river had dried up ?,14,"[1, 4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 1]",3.07692307692,because a source less abundant and less generous than this river had dried up ?,3.076923076923077
MOP2,en,"The C and Ku bands , 4GHz to 6GHz and 11GHz to 14GHz respectively , are now heavily used .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the c and ku bands , 4ghz to 6ghz and 11ghz to 14ghz respectively , are now heavily used .",4.0
MOP2,en,These aspects of political choice are still important but less so now than in the past .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3.8,these aspects of political choice are still important but less so now than in the past .,3.8
MOP2,en,She made you look a bit of a fool in front of anyone else who was watching .,17,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.75,she made you look a bit of a fool in front of anyone else who was watching .,3.75
MOP2,en,"If so , they hadn't expended much on a decent script .",10,"[4, 4, 4, 4, 1, 4, 1, 1, 1, 1, 4, 4, 4, 4]",2.92857142857,"if so , they hadn't expended much on a decent script .",2.9285714285714284
MOP2,en,What was that odd note in Nick's voice ?,8,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8,what was that odd note in nick's voice ?,3.8
MOP2,en,"Pam and Errol have two children , aged 13 and 16 .",10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"pam and errol have two children , aged 13 and 16 .",4.0
MOP2,en,What about learning how to change things for the better rather than merely learning to adapt to the way things are now ?,22,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.76923076923,what about learning how to change things for the better rather than merely learning to adapt to the way things are now ?,3.769230769230769
MOP2,en,"‘ It was thought — everyone assumed — she would marry in her turn , and that would be the end of it .",19,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,"‘ it was thought — everyone assumed — she would marry in her turn , and that would be the end of it .",3.7857142857142856
MOP2,en,The personnel manager studied resource management at college and joined the company as a line manager .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the personnel manager studied resource management at college and joined the company as a line manager .,4.0
MOP2,en,Much now depends on how active a role the US is prepared to play to chivvy Israel along to respond to the Egyptian proposals .,24,"[4, 4, 1, 4, 1, 4, 4, 4, 4, 4, 1, 4, 1]",3.07692307692,much now depends on how active a role the us is prepared to play to chivvy israel along to respond to the egyptian proposals .,3.076923076923077
MOP2,en,"‘ Sometimes I wonder how he passed his 0-levels , ’ Daddy said as we crawled over the cobbles and out of the village .",21,"[4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.53846153846,"‘ sometimes i wonder how he passed his 0-levels , ’ daddy said as we crawled over the cobbles and out of the village .",3.5384615384615383
MOP2,en,"At the Houses of Parliament , the cry goes up : ‘ Burn it down . ’",12,"[4, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.53846153846,"at the houses of parliament , the cry goes up : ‘ burn it down . ’",3.5384615384615383
MOP2,en,This is more representative of the nature of R&D projects than is the single date often given as the result of a PERT plan .,24,"[4, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.6,this is more representative of the nature of r&d projects than is the single date often given as the result of a pert plan .,3.6
MOP2,en,"These involve much more open and distance learning and the creation by photocopying and electrocopying , of ‘ customised ’ packs of materials for students .",22,"[1, 1, 4, 1, 1, 4, 1, 1, 1, 4, 1, 4]",2.0,"these involve much more open and distance learning and the creation by photocopying and electrocopying , of ‘ customised ’ packs of materials for students .",2.0
MOP2,en,It seemed impossible that anyone could survive in the middle of that storm of blades .,15,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.6,it seemed impossible that anyone could survive in the middle of that storm of blades .,3.6
MOP2,en,"When women were given artificial moonlight for three consecutive nights once a month , their cycles became synchronised to the lunar rhythm .",21,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.78571428571,"when women were given artificial moonlight for three consecutive nights once a month , their cycles became synchronised to the lunar rhythm .",3.7857142857142856
MOP2,en,"Admittedly , he was not driven by the same devoutly mercenary ambitions of some of his colleagues and sought artistic satisfaction wherever possible .",22,"[4, 1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.5,"admittedly , he was not driven by the same devoutly mercenary ambitions of some of his colleagues and sought artistic satisfaction wherever possible .",3.5
MOP2,en,With snow in plentiful supply we have a special section in this issue for those of you who want to get off the piste .,24,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 1, 4]",3.30769230769,with snow in plentiful supply we have a special section in this issue for those of you who want to get off the piste .,3.3076923076923075
MOP2,en,"In other words the generalist administrator calls upon the economists , the statisticians , etc. for information but it is the generalist who is ‘ on top ’ .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1]",3.82352941176,"in other words the generalist administrator calls upon the economists , the statisticians , etc. for information but it is the generalist who is ‘ on top ’ .",3.823529411764706
MOP2,en,"‘ Long enough to know my own worth , ’ Gina retorted , irritated by the sardonic gleam in his eyes .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.72727272727,"‘ long enough to know my own worth , ’ gina retorted , irritated by the sardonic gleam in his eyes .",3.727272727272727
MOP2,en,"You're afraid , both of you , that I might discover Mom isn't dead at all , aren't you ? ’",16,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.5,"you're afraid , both of you , that i might discover mom isn't dead at all , aren't you ? ’",3.5
MOP2,en,The SORP recommends the same for local authorities and gives examples of accounting policies to be commented on .,18,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 4, 4, 4]",3.53846153846,the sorp recommends the same for local authorities and gives examples of accounting policies to be commented on .,3.5384615384615383
MOP2,en,"Having decided he must again race the tide , he began a desperate cumbersome run along the edge of the trough towards the breakwater .",23,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,"having decided he must again race the tide , he began a desperate cumbersome run along the edge of the trough towards the breakwater .",3.7857142857142856
MOP2,en,The birds could pose a serious health risk for people who eat them in north Africa and southern Europe .,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the birds could pose a serious health risk for people who eat them in north africa and southern europe .,4.0
MOP2,en,"After a month , the pain began to ease slightly and Lisa was able to get up to her own room with Janet's help .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"after a month , the pain began to ease slightly and lisa was able to get up to her own room with janet's help .",4.0
MOP2,en,"These problems , coupled with the Conservative government's free market philosophy , led to a move back towards more market related official rates in the early 1980s .",25,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.76923076923,"these problems , coupled with the conservative government's free market philosophy , led to a move back towards more market related official rates in the early 1980s .",3.769230769230769
MOP2,en,"The goodwill figure in such cases can be derived from the average net profit margin per gallon , multiplied by the daily throughput .",22,"[1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.6,"the goodwill figure in such cases can be derived from the average net profit margin per gallon , multiplied by the daily throughput .",3.6
MOP2,en,"He also had claims to be considered a genuine all-rounder , having played many attacking innings in the lower middle order .",20,"[4, 1, 4, 4, 4, 4, 1, 1, 4, 1, 1, 4, 4, 1]",2.71428571429,"he also had claims to be considered a genuine all-rounder , having played many attacking innings in the lower middle order .",2.7142857142857144
MOP2,en,"It was a naturally sheltered basin , a trick of the undulating meadows along the Comer .",15,"[4, 4, 4, 1, 4, 4, 1, 4, 4, 4, 1, 1, 4]",3.07692307692,"it was a naturally sheltered basin , a trick of the undulating meadows along the comer .",3.076923076923077
MOP2,en,"The course offers basic all round training in communication theory , particularly geared to the African context .",16,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.72727272727,"the course offers basic all round training in communication theory , particularly geared to the african context .",3.727272727272727
MOP2,en,"Then , slowly at first , he began to prepare the little boy for this possible destiny .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4]",3.76923076923,"then , slowly at first , he began to prepare the little boy for this possible destiny .",3.769230769230769
MOP2,en,"My German worked like a dream , like a brilliant robot you switch on and stand back and admire as it does all the hard work .",25,"[4, 1, 4, 1, 1, 4, 4, 4, 4, 1, 4, 4, 1, 4]",2.92857142857,"my german worked like a dream , like a brilliant robot you switch on and stand back and admire as it does all the hard work .",2.9285714285714284
MOP2,en,Jess — her blunt nose coming in contact with Samson's hand as she coiled round — bit him .,16,"[1, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.5,jess — her blunt nose coming in contact with samson's hand as she coiled round — bit him .,3.5
MOP2,en,A good deal gives me the feeling that I have been for a nice seven-day trip to the Bahamas . ’,19,"[4, 1, 4, 1, 4, 1, 1, 1, 4, 1, 4, 4, 1]",2.38461538462,a good deal gives me the feeling that i have been for a nice seven-day trip to the bahamas . ’,2.3846153846153846
MOP2,en,"It is excellent for skiing since lateral jumping movements can be used , the calves get well stretched and you also develop posture , balance and co-ordination .",25,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,"it is excellent for skiing since lateral jumping movements can be used , the calves get well stretched and you also develop posture , balance and co-ordination .",3.7857142857142856
MOP2,en,The biggest area where the Renault scores is comfort and equipment .,11,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 1, 1]",3.18181818182,the biggest area where the renault scores is comfort and equipment .,3.1818181818181817
MOP2,en,"Any earlier wheel-pit on this site could however , either have been demolished and rebuilt , or enlarged to take the new wheel .",21,"[4, 1, 4, 1, 4, 4, 4, 1, 1, 4, 1, 4, 4]",2.84615384615,"any earlier wheel-pit on this site could however , either have been demolished and rebuilt , or enlarged to take the new wheel .",2.8461538461538463
MOP2,en,Along their flanks are arrays of proprioceptors which in part act like external arteries .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.75,along their flanks are arrays of proprioceptors which in part act like external arteries .,3.75
MOP2,en,North Harbour coach Brad Meurant said : ‘ Everybody helped their mates .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.8125,north harbour coach brad meurant said : ‘ everybody helped their mates .,3.8125
MOP2,en,"This year Marks and Spencer has leapt to the top slot , Shell is now second and Glaxo third .",18,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4, 4, 1, 4]",3.35714285714,"this year marks and spencer has leapt to the top slot , shell is now second and glaxo third .",3.357142857142857
MOP2,en,"Highly explosive eruptions of gas-charged magma originating in the upper mantle produce small , shallow craters called maars .",17,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 1, 4, 4, 4]",3.4,"highly explosive eruptions of gas-charged magma originating in the upper mantle produce small , shallow craters called maars .",3.4
MOP2,en,Risk of change in the expected rate of long-term growth of the economy .,13,"[4, 4, 4, 4, 4, 1, 4, 1, 4, 1, 4, 4, 4, 4, 4, 1]",3.25,risk of change in the expected rate of long-term growth of the economy .,3.25
MOP2,en,She stood outside the lifts in the hospital's main entrance with other visitors .,13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,she stood outside the lifts in the hospital's main entrance with other visitors .,4.0
MOP2,en,A similar picture emerges in relation to the distribution of gross earnings among female manual workers .,16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,a similar picture emerges in relation to the distribution of gross earnings among female manual workers .,4.0
MOP2,en,Solicitors and suitably qualified Fellows of the Institute of Legal Executives .,11,"[1, 4, 4, 4, 4, 1, 4, 4, 4, 4, 1, 4, 1, 4]",3.14285714286,solicitors and suitably qualified fellows of the institute of legal executives .,3.142857142857143
MOP2,en,Such an Order had to be laid before Parliament and was there debated on 6 December 1977 .,17,"[4, 4, 4, 1, 4, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.4,such an order had to be laid before parliament and was there debated on 6 december 1977 .,3.4
MOP2,en,"‘ Yes , well , I always thought Augustine was a bit simplistic in his ideas , ’ said William , waspishly , as if he was talking about a rival academic .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ yes , well , i always thought augustine was a bit simplistic in his ideas , ’ said william , waspishly , as if he was talking about a rival academic .",4.0
MOP2,en,The origins of Brazil's export success in military trainers and small civilian aircraft were quite different .,16,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,the origins of brazil's export success in military trainers and small civilian aircraft were quite different .,3.7857142857142856
MOP2,en,"To my officers , it says why should we bother .",9,"[4, 4, 4, 1, 1, 1, 1, 1, 1, 4, 1, 4, 4, 1]",2.28571428571,"to my officers , it says why should we bother .",2.2857142857142856
MOP2,en,Her Royal Highness travelled in an aircraft of The Queen's Flight and was attended by Mrs Harry Cotterell .,18,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,her royal highness travelled in an aircraft of the queen's flight and was attended by mrs harry cotterell .,3.7857142857142856
MOP2,en,In the last two years of the war I was in orbit visiting every station and squadron in my endless quest for Pathfinders .,23,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.76923076923,in the last two years of the war i was in orbit visiting every station and squadron in my endless quest for pathfinders .,3.769230769230769
MOP2,en,The EC does not concern itself with national health or education policies .,12,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4]",3.78571428571,the ec does not concern itself with national health or education policies .,3.7857142857142856
MOP2,en,"The leader makes all the decisions and issues instructions , expecting them to be obeyed without question .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the leader makes all the decisions and issues instructions , expecting them to be obeyed without question .",4.0
MOP2,en,"Our investigative researchers ventured into the centre of London to find out if High Street shops are dog-friendly and if they're not , why not ?",24,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",3.6,"our investigative researchers ventured into the centre of london to find out if high street shops are dog-friendly and if they're not , why not ?",3.6
MOP2,en,Now I understand why they paid Macaulay Culkin $3 million — he earned it .,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,now i understand why they paid macaulay culkin $3 million — he earned it .,4.0
MOP2,en,It is to such character string formats that we now turn .,11,"[4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.625,it is to such character string formats that we now turn .,3.625
MOP2,en,"‘ He has been with me too , Brother , ’ Tundrish replied simply .",10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ he has been with me too , brother , ’ tundrish replied simply .",4.0
MOP2,en,"He had registered with warm approval the tears of Antiochus III , when the rebel Achaeus was brought to him """" bound hand and foot """" ( 8.20.9 ) .",24,"[4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1]",3.53846153846,"he had registered with warm approval the tears of antiochus iii , when the rebel achaeus was brought to him """" bound hand and foot """" ( 8.20.9 ) .",3.5384615384615383
MOP2,en,"Of 18 patients who were alive at short term follow up ( mean ( range ) 19.4 ( 10–33 ) months ) , 14 were still alive in 1992 ( 69 ( 61–83 ) months ) .",25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.75,"of 18 patients who were alive at short term follow up ( mean ( range ) 19.4 ( 10–33 ) months ) , 14 were still alive in 1992 ( 69 ( 61–83 ) months ) .",3.75
MOP2,en,The second approach can be a very productive strategy in a foreign language too .,14,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,the second approach can be a very productive strategy in a foreign language too .,3.8125
MOP2,en,"He took the gun and went to the door , checking that the horse and cart were still safely tethered .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"he took the gun and went to the door , checking that the horse and cart were still safely tethered .",4.0
MOP2,en,"I did not know how many species of trees there were , maybe more than 1,000 .",15,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"i did not know how many species of trees there were , maybe more than 1,000 .",3.8125
MOP2,en,"Front sash window , original fireplace , built in single wardrobes , radiator , power points , stripped wooden floors .",15,"[4, 1, 1, 4, 4, 4, 4, 1, 4, 4, 4, 1, 1]",2.84615384615,"front sash window , original fireplace , built in single wardrobes , radiator , power points , stripped wooden floors .",2.8461538461538463
MOP2,en,"The global level of HIV infection was expected to rise to 15-20,000,000 by 2000 , of which at least three-quarters would be in the developing world .",25,"[4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"the global level of hiv infection was expected to rise to 15-20,000,000 by 2000 , of which at least three-quarters would be in the developing world .",3.8125
MOP2,en,The result has been to destroy much of the progress in health care over the years preceding each dispute .,19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,the result has been to destroy much of the progress in health care over the years preceding each dispute .,4.0
MOP2,en,"Woil's escape was over , and it had all taken less than a minute and a half .",16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"woil's escape was over , and it had all taken less than a minute and a half .",4.0
MOP2,en,Laughter gleamed in his eyes as he met her belligerent stare .,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,laughter gleamed in his eyes as he met her belligerent stare .,4.0
MOP2,en,"They were only minutes from the railway station , the service was frequent .",12,"[4, 4, 1, 4, 4, 4, 4, 4, 1, 1, 4, 1, 4]",3.07692307692,"they were only minutes from the railway station , the service was frequent .",3.076923076923077
MOP2,en,"Perhaps most significantly of all , three of boxing's all-time greats — Ali , Robinson and Armstrong — were born into comfortable circumstances .",19,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.8,"perhaps most significantly of all , three of boxing's all-time greats — ali , robinson and armstrong — were born into comfortable circumstances .",3.8
MOP2,en,"The Halifax Building Society , where the bombers had placed their device , is now a heap of rubble .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"the halifax building society , where the bombers had placed their device , is now a heap of rubble .",4.0
MOP2,en,There's no other catalogue quite like the OXFAM Christmas catalogue .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,there's no other catalogue quite like the oxfam christmas catalogue .,4.0
MOP2,en,"‘ Unless there are more resources pumped in , this is going to happen , ’ she said .",14,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8,"‘ unless there are more resources pumped in , this is going to happen , ’ she said .",3.8
MOP2,en,It was a way of thinking and behaving .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,it was a way of thinking and behaving .,4.0
MOP2,en,"‘ Yes , ’ she said briefly , and for a few moments they studied each other .",13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"‘ yes , ’ she said briefly , and for a few moments they studied each other .",4.0
MOP2,en,"On a slow surface , both sets of bowlers bowled straight , and the batsmen were loath to take risks to break up their line .",23,"[4, 1, 4, 4, 4, 4, 1, 4, 1, 4, 4, 4, 4]",3.30769230769,"on a slow surface , both sets of bowlers bowled straight , and the batsmen were loath to take risks to break up their line .",3.3076923076923075
MOP2,en,The parts of the statute are arranged in three groups .,10,"[4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,the parts of the statute are arranged in three groups .,3.7857142857142856
MOP2,en,"Strangely , his only international appearance was for the English against the Scottish League in 1914 .",15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"strangely , his only international appearance was for the english against the scottish league in 1914 .",4.0
MOP2,en,It's Saturday night and they may not come .,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,it's saturday night and they may not come .,4.0
MOP2,en,Throughout the discussions information provided by the other sites is kept confidential .,12,"[4, 4, 4, 4, 4, 1, 1, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.4375,throughout the discussions information provided by the other sites is kept confidential .,3.4375
MOP2,en,In a number of instances reminders were required ( both written and by telephone ) .,13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,in a number of instances reminders were required ( both written and by telephone ) .,4.0
MOP2,en,"As Montagu ( 1976 ) has stated again and again , the social activity of war need have no relationship with the inner state of aggression .",23,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.8,"as montagu ( 1976 ) has stated again and again , the social activity of war need have no relationship with the inner state of aggression .",3.8
MOP2,en,"That , then , is the theory — but how does it work out in practice ?",13,"[1, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.5,"that , then , is the theory — but how does it work out in practice ?",3.5
MOP2,en,"However , things can look rather different from the angle of those just above the exemption limit .",16,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 1, 4, 4, 4]",3.6,"however , things can look rather different from the angle of those just above the exemption limit .",3.6
MOP2,en,"Repeating what they hear , women on the right claim that something called """" Salvadorean democracy """" is in danger .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.76923076923,"repeating what they hear , women on the right claim that something called """" salvadorean democracy """" is in danger .",3.769230769230769
MOP2,en,Table I summarises the clinical features of these patients .,9,"[4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8,table i summarises the clinical features of these patients .,3.8
MOP2,en,"Further information from S. S. Langer , RSC , Burlington House , Piccadilly , London W1V 0BN .",13,"[4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 1, 4]",3.53846153846,"further information from s. s. langer , rsc , burlington house , piccadilly , london w1v 0bn .",3.5384615384615383
MOP2,en,"The Jarisch-Herxheimer reaction , usually shortened to the ‘ Herxheimer ’ reaction , follows the initial dose of treatment of syphilis in a proportion of cases .",22,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.78571428571,"the jarisch-herxheimer reaction , usually shortened to the ‘ herxheimer ’ reaction , follows the initial dose of treatment of syphilis in a proportion of cases .",3.7857142857142856
MOP2,en,Ideally this will not be necessary if those who send them have a vision for and support the work financially .,20,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1]",3.53846153846,ideally this will not be necessary if those who send them have a vision for and support the work financially .,3.5384615384615383
MOP2,en,"Looking around the room , at the old , worn furniture , I realized that Herbert must be very poor .",17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4]",3.8,"looking around the room , at the old , worn furniture , i realized that herbert must be very poor .",3.8
MOP2,en,They will be joined by John Tierney and John Kerr .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,they will be joined by john tierney and john kerr .,4.0
MOP2,en,Yet the trophy sits in Jim's office at Peel Park and will stay there .,14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,yet the trophy sits in jim's office at peel park and will stay there .,4.0
MOP2,en,Homology searches of the Leeds and Swiss protein data bases failed to detect any significant similarity with any other protein .,20,"[4, 4, 1, 4, 4, 4, 4, 4, 4, 4]",3.7,homology searches of the leeds and swiss protein data bases failed to detect any significant similarity with any other protein .,3.7
MOP2,en,‘ It could have something to do with Angy's murder .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,‘ it could have something to do with angy's murder .,4.0
MOP2,en,"Ranchers , who see themselves as the guardians of the west , say that grazing generates economic stability and feeds the nation .",20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,"ranchers , who see themselves as the guardians of the west , say that grazing generates economic stability and feeds the nation .",4.0
MOP2,en,This man was buried here in the fourth century .,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,this man was buried here in the fourth century .,4.0
MOP2,en,"They start to question , and they start to dream . ’",9,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4]",3.8125,"they start to question , and they start to dream . ’",3.8125
MOP2,en,A water softener works on the principle of ‘ ion exchange ’ .,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",4.0,a water softener works on the principle of ‘ ion exchange ’ .,4.0
MOP2,en,"Steve Jones ( he speaks specifically about Jones' zealous christianity ) : """" A lot of people are simply uncomfortable with some people's """" over-religiosity """" or whatever you call it .",25,"[4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4, 4, 1, 4, 4]",3.6,"steve jones ( he speaks specifically about jones' zealous christianity ) : """" a lot of people are simply uncomfortable with some people's """" over-religiosity """" or whatever you call it .",3.6
MOP2,en,"He looked up at Athelstan , his face beaming with pride .",10,"[4, 4, 4, 4, 4, 4, 1, 4, 4, 4, 4, 4]",3.75,"he looked up at athelstan , his face beaming with pride .",3.75
